family,n,gamma,log_H_mean,log_H_std,geo_penalty_mean,score_A3_mean,score_A3_std
lorentzian_like_3d,12,0.0,13.958420872249661,0.8886011524841996,18.434202873507672,-13.958420872249661,0.8886011524841996
lorentzian_like_3d,12,0.2,13.958420872249661,0.8886011524841996,18.434202873507672,-10.271580297548125,1.122006251360426
lorentzian_like_3d,12,0.4,13.958420872249661,0.8886011524841996,18.434202873507672,-6.5847397228465905,2.9843017192152126
lorentzian_like_3d,12,0.8,13.958420872249661,0.8886011524841996,18.434202873507672,0.7889414265564796,6.762691203043283
lorentzian_like_3d,12,1.6,13.958420872249661,0.8886011524841996,18.434202873507672,15.53630372536262,14.336119972308257
lorentzian_like_3d,14,0.0,17.138033129494424,1.1471915400767787,18.19551763831028,-17.138033129494424,1.1471915400767787
lorentzian_like_3d,14,0.2,17.138033129494424,1.1471915400767787,18.19551763831028,-13.498929601832367,1.1312504888728594
lorentzian_like_3d,14,0.4,17.138033129494424,1.1471915400767787,18.19551763831028,-9.85982607417031,3.085001048488169
lorentzian_like_3d,14,0.8,17.138033129494424,1.1471915400767787,18.19551763831028,-2.5816190188461987,7.128373780555363
lorentzian_like_3d,14,1.6,17.138033129494424,1.1471915400767787,18.19551763831028,11.974795091802028,15.254263996251712
lorentzian_like_3d,16,0.0,21.001870018194033,1.3085310055770214,14.597029432676834,-21.001870018194033,1.3085310055770214
lorentzian_like_3d,16,0.2,21.001870018194033,1.3085310055770214,14.597029432676834,-18.082464131658668,0.6904221548055408
lorentzian_like_3d,16,0.4,21.001870018194033,1.3085310055770214,14.597029432676834,-15.1630582451233,2.4199354792946943
lorentzian_like_3d,16,0.8,21.001870018194033,1.3085310055770214,14.597029432676834,-9.324246472052566,6.038197123860241
lorentzian_like_3d,16,1.6,21.001870018194033,1.3085310055770214,14.597029432676834,2.3533770740889013,13.305901150453504
lorentzian_like_3d,18,0.0,24.66982960477882,1.3733841423323712,12.823992116835267,-24.66982960477882,1.3733841423323712
lorentzian_like_3d,18,0.2,24.66982960477882,1.3733841423323712,12.823992116835267,-22.105031181411768,0.6059405666380001
lorentzian_like_3d,18,0.4,24.66982960477882,1.3733841423323712,12.823992116835267,-19.540232758044713,1.506878545734253
lorentzian_like_3d,18,0.8,24.66982960477882,1.3733841423323712,12.823992116835267,-14.410635911310607,4.042936798221622
lorentzian_like_3d,18,1.6,24.66982960477882,1.3733841423323712,12.823992116835267,-4.151442217842392,9.250141410863058
lorentzian_like_3d,20,0.0,29.31493778817295,1.4734551997698015,17.614537470061432,-29.31493778817295,1.4734551997698015
lorentzian_like_3d,20,0.2,29.31493778817295,1.4734551997698015,17.614537470061432,-25.792030294160664,0.5608406438686613
lorentzian_like_3d,20,0.4,29.31493778817295,1.4734551997698015,17.614537470061432,-22.269122800148377,1.8883980649796974
lorentzian_like_3d,20,0.8,29.31493778817295,1.4734551997698015,17.614537470061432,-15.223307812123805,5.039162268232714
lorentzian_like_3d,20,1.6,29.31493778817295,1.4734551997698015,17.614537470061432,-1.1316778360746573,11.41681964717474
lorentzian_like_4d,10,0.0,12.29530748748369,1.0890112025817758,41.811457608077355,-12.29530748748369,1.0890112025817758
lorentzian_like_4d,10,0.2,12.29530748748369,1.0890112025817758,41.811457608077355,-3.9330159658682193,2.5441110894513894
lorentzian_like_4d,10,0.4,12.29530748748369,1.0890112025817758,41.811457608077355,4.429275555747251,6.133220138742734
lorentzian_like_4d,10,0.8,12.29530748748369,1.0890112025817758,41.811457608077355,21.153858598978196,13.322017937833827
lorentzian_like_4d,10,1.6,12.29530748748369,1.0890112025817758,41.811457608077355,54.60302468544008,27.70349605467887
lorentzian_like_4d,12,0.0,14.76134517245894,0.5032134880730147,27.329334063103303,-14.76134517245894,0.5032134880730147
lorentzian_like_4d,12,0.2,14.76134517245894,0.5032134880730147,27.329334063103303,-9.29547835983828,0.8573620870338092
lorentzian_like_4d,12,0.4,14.76134517245894,0.5032134880730147,27.329334063103303,-3.829611547217619,1.9386574406854882
lorentzian_like_4d,12,0.8,14.76134517245894,0.5032134880730147,27.329334063103303,7.102122078023702,4.174861613445806
lorentzian_like_4d,12,1.6,14.76134517245894,0.5032134880730147,27.329334063103303,28.965589328506343,8.67579085811052
lorentzian_like_4d,14,0.0,19.58063175656623,1.7880844256743795,37.18165690549445,-19.58063175656623,1.7880844256743795
lorentzian_like_4d,14,0.2,19.58063175656623,1.7880844256743795,37.18165690549445,-12.14430037546734,1.8416800503293131
lorentzian_like_4d,14,0.4,19.58063175656623,1.7880844256743795,37.18165690549445,-4.70796899436845,5.31643091893275
lorentzian_like_4d,14,0.8,19.58063175656623,1.7880844256743795,37.18165690549445,10.164693767829332,12.330615587734245
lorentzian_like_4d,14,1.6,19.58063175656623,1.7880844256743795,37.18165690549445,39.910019292224895,26.376897479586056
lorentzian_like_4d,16,0.0,24.69686099473681,1.1992681162577514,44.700959479779264,-24.69686099473681,1.1992681162577514
lorentzian_like_4d,16,0.2,24.69686099473681,1.1992681162577514,44.700959479779264,-15.756669098780957,1.262820279092023
lorentzian_like_4d,16,0.4,24.69686099473681,1.1992681162577514,44.700959479779264,-6.816477202825104,3.682381087753272
lorentzian_like_4d,16,0.8,24.69686099473681,1.1992681162577514,44.700959479779264,11.063906589086603,8.539121409043595
lorentzian_like_4d,16,1.6,24.69686099473681,1.1992681162577514,44.700959479779264,46.824674172910015,18.257460252477436
lorentzian_like_4d,18,0.0,27.87199300092485,1.8117858530590873,33.915344622613134,-27.87199300092485,1.8117858530590873
lorentzian_like_4d,18,0.2,27.87199300092485,1.8117858530590873,33.915344622613134,-21.088924076402222,1.2321932854992346
lorentzian_like_4d,18,0.4,27.87199300092485,1.8117858530590873,33.915344622613134,-14.305855151879594,4.228787911030526
lorentzian_like_4d,18,0.8,27.87199300092485,1.8117858530590873,33.915344622613134,-0.7397173028343418,10.246813395796154
lorentzian_like_4d,18,1.6,27.87199300092485,1.8117858530590873,33.915344622613134,26.392558395256167,22.28832956885322
lorentzian_like_4d,20,0.0,32.91644262997803,0.9076268165699928,37.46040086565546,-32.91644262997803,0.9076268165699928
lorentzian_like_4d,20,0.2,32.91644262997803,0.9076268165699928,37.46040086565546,-25.42436245684694,0.570473964590092
lorentzian_like_4d,20,0.4,32.91644262997803,0.9076268165699928,37.46040086565546,-17.932282283715846,1.932887228296098
lorentzian_like_4d,20,0.8,32.91644262997803,0.9076268165699928,37.46040086565546,-2.9481219374536627,4.7206094081305725
lorentzian_like_4d,20,1.6,32.91644262997803,0.9076268165699928,37.46040086565546,27.020198755070705,10.309600095094611
transitive_percolation,10,0.0,12.802428348600538,1.0781952611208325,56.93080422639818,-12.802428348600538,1.0781952611208325
transitive_percolation,10,0.2,12.802428348600538,1.0781952611208325,56.93080422639818,-1.4162675033208996,1.9228003695650269
transitive_percolation,10,0.4,12.802428348600538,1.0781952611208325,56.93080422639818,9.969893341958738,4.906801222229257
transitive_percolation,10,0.8,12.802428348600538,1.0781952611208325,56.93080422639818,32.74221503251802,10.879816835799135
