family,n,sample,gamma,log_H,neutral_penalty,geometric_penalty,score_A2,score_A3
KR_like,16,7,0.0,19.15169420160027,0.10551622178819445,8.390203213075411,-19.15169420160027,-19.15169420160027
KR_like,16,7,0.2,19.15169420160027,0.10551622178819445,8.390203213075411,-17.45255031462755,-17.47365355898519
KR_like,16,7,0.4,19.15169420160027,0.10551622178819445,8.390203213075411,-15.753406427654829,-15.795612916370107
KR_like,16,7,0.8,19.15169420160027,0.10551622178819445,8.390203213075411,-12.355118653709386,-12.439531631139943
KR_like,16,7,1.6,19.15169420160027,0.10551622178819445,8.390203213075411,-5.558543105818501,-5.727369060679614
KR_like,18,0,0.0,22.695961657903606,0.11012993446121017,7.65583658697615,-22.695961657903606,-22.695961657903606
KR_like,18,0,0.2,22.695961657903606,0.11012993446121017,7.65583658697615,-21.142768353616134,-21.164794340508376
KR_like,18,0,0.4,22.695961657903606,0.11012993446121017,7.65583658697615,-19.589575049328662,-19.633627023113146
KR_like,18,0,0.8,22.695961657903606,0.11012993446121017,7.65583658697615,-16.483188440753718,-16.571292388322686
KR_like,18,0,1.6,22.695961657903606,0.11012993446121017,7.65583658697615,-10.270415223603829,-10.446623118741766
KR_like,18,1,0.0,22.917734177571827,0.10956790123456789,8.029503778411872,-22.917734177571827,-22.917734177571827
KR_like,18,1,0.2,22.917734177571827,0.10956790123456789,8.029503778411872,-21.28991984164254,-21.311833421889453
KR_like,18,1,0.4,22.917734177571827,0.10956790123456789,8.029503778411872,-19.66210550571325,-19.705932666207076
KR_like,18,1,0.8,22.917734177571827,0.10956790123456789,8.029503778411872,-16.406476833854676,-16.49413115484233
KR_like,18,1,1.6,22.917734177571827,0.10956790123456789,8.029503778411872,-9.895219490137523,-10.07052813211283
KR_like,18,2,0.0,22.871009512075265,0.0672153635116598,7.570769602405822,-22.871009512075265,-22.871009512075265
KR_like,18,2,0.2,22.871009512075265,0.0672153635116598,7.570769602405822,-21.343412518891768,-21.3568555915941
KR_like,18,2,0.4,22.871009512075265,0.0672153635116598,7.570769602405822,-19.81581552570827,-19.842701671112934
KR_like,18,2,0.8,22.871009512075265,0.0672153635116598,7.570769602405822,-16.76062153934128,-16.814393830150607
KR_like,18,2,1.6,22.871009512075265,0.0672153635116598,7.570769602405822,-10.650233566607293,-10.757778148225949
KR_like,18,3,0.0,22.997393967140827,0.06927297668038407,7.593269602405822,-22.997393967140827,-22.997393967140827
KR_like,18,3,0.2,22.997393967140827,0.06927297668038407,7.593269602405822,-21.464885451323585,-21.478740046659663
KR_like,18,3,0.4,22.997393967140827,0.06927297668038407,7.593269602405822,-19.932376935506344,-19.960086126178496
KR_like,18,3,0.8,22.997393967140827,0.06927297668038407,7.593269602405822,-16.86735990387186,-16.922778285216168
KR_like,18,3,1.6,22.997393967140827,0.06927297668038407,7.593269602405822,-10.737325840602896,-10.84816260329151
KR_like,18,4,0.0,23.532629006708504,0.06169029111415941,11.56327597114429,-23.532629006708504,-23.532629006708504
KR_like,18,4,0.2,23.532629006708504,0.06169029111415941,11.56327597114429,-21.207635754256813,-21.219973812479648
KR_like,18,4,0.4,23.532629006708504,0.06169029111415941,11.56327597114429,-18.882642501805122,-18.907318618250788
KR_like,18,4,0.8,23.532629006708504,0.06169029111415941,11.56327597114429,-14.232655996901745,-14.282008229793073
KR_like,18,4,1.6,23.532629006708504,0.06169029111415941,11.56327597114429,-4.932682987094985,-5.031387452877642
KR_like,18,5,0.0,22.096132024342506,0.11378791342783112,5.972183954856429,-22.096132024342506,-22.096132024342506
KR_like,18,5,0.2,22.096132024342506,0.11378791342783112,5.972183954856429,-20.878937650685653,-20.90169523337122
KR_like,18,5,0.4,22.096132024342506,0.11378791342783112,5.972183954856429,-19.6617432770288,-19.707258442399933
KR_like,18,5,0.8,22.096132024342506,0.11378791342783112,5.972183954856429,-17.227354529715097,-17.318384860457364
KR_like,18,5,1.6,22.096132024342506,0.11378791342783112,5.972183954856429,-12.358577035087688,-12.540637696572219
KR_like,18,6,0.0,23.110549457153862,0.10804374333180916,8.703093690528355,-23.110549457153862,-23.110549457153862
KR_like,18,6,0.2,23.110549457153862,0.10804374333180916,8.703093690528355,-21.34832197038183,-21.36993071904819
KR_like,18,6,0.4,23.110549457153862,0.10804374333180916,8.703093690528355,-19.586094483609795,-19.629311980942518
KR_like,18,6,0.8,23.110549457153862,0.10804374333180916,8.703093690528355,-16.06163951006573,-16.148074504731177
KR_like,18,6,1.6,23.110549457153862,0.10804374333180916,8.703093690528355,-9.012729562977599,-9.185599552308492
KR_like,18,7,0.0,22.965951862620688,0.1083009449778997,8.290605556260262,-22.965951862620688,-22.965951862620688
KR_like,18,7,0.2,22.965951862620688,0.1083009449778997,8.290605556260262,-21.286170562373055,-21.307830751368634
KR_like,18,7,0.4,22.965951862620688,0.1083009449778997,8.290605556260262,-19.606389262125422,-19.649709640116583
KR_like,18,7,0.8,22.965951862620688,0.1083009449778997,8.290605556260262,-16.24682666163016,-16.33346741761248
KR_like,18,7,1.6,22.965951862620688,0.1083009449778997,8.290605556260262,-9.527701460639628,-9.700982972604269
KR_like,20,0,0.0,26.045083527835487,0.11271944444444444,6.093793970591103,-26.045083527835487,-26.045083527835487
KR_like,20,0,0.2,26.045083527835487,0.11271944444444444,6.093793970591103,-24.803780844828378,-24.826324733717268
